,2018-04-12,2018-04-11,2018-04-10,2018-04-09,2018-04-04,2018-04-03,2018-04-02,2018-03-30,2018-03-29,2018-03-28,2018-03-27,2018-03-26,2018-03-23,2018-03-22,2018-03-21,2018-03-20,2018-03-19,2018-03-16,2018-03-15,2018-03-14
600722.XSHG,4279210762.0,4211178794.0,4204375598.0,4163556417.0,4088721253.0,4034295679.0,4143146827.0,4183966007.0,4143146827.0,4088721253.0,4075114859.0,3973066908.0,3884625350.0,4265604369.0,4374455517.0,4469700271.0,4462897075.0,4469700271.0,4517322649.0,4592157813.0
600836.XSHG,3154704623.0,3227607461.0,3161332153.0,3108311908.0,3134822031.0,3181214746.0,3234234991.0,3254117584.0,3240862522.0,3201097338.0,3227607461.0,3167959684.0,3181214746.0,3466198567.0,3373413136.0,3373413136.0,3366785606.0,3366785606.0,3446315974.0,3419805852.0
300462.XSHE,3894475200.0,3953712000.0,4022592000.0,3869678400.0,3767736000.0,3767736000.0,3767736000.0,3767736000.0,3767736000.0,3767736000.0,3817329600.0,3470174400.0,3423336000.0,3803553600.0,3884832000.0,4066675200.0,3697478400.0,3361344000.0,3413692800.0,3640996800.0
002170.XSHE,4752853634.0,4832957909.0,4859659334.0,4984265983.0,4717251734.0,4646047934.0,4717251734.0,4708351259.0,4726152209.0,4726152209.0,4841858384.0,4761754109.0,4824057434.0,5019867883.0,5055469783.0,5019867883.0,5126673583.0,5144474533.0,5002066933.0,5099972158.0
600802.XSHG,3009164488.0,3093176695.0,3081720485.0,2802952708.0,2764765342.0,2741852922.0,2749490395.0,2791496498.0,2776221552.0,2688390609.0,2707484292.0,2650203242.0,2634928295.0,2833502602.0,2760946605.0,2768584079.0,2783859025.0,2848777548.0,2833502602.0,2917514808.0
601199.XSHG,4563807598.0,4601215857.0,4601215857.0,4545103469.0,4545103469.0,4573159663.0,4657328246.0,4638624116.0,4629272051.0,4619919987.0,4713440634.0,4638624116.0,4610567922.0,4928538123.0,4872425735.0,4797609217.0,4825665411.0,4741496828.0,4732144764.0,4788257152.0
002856.XSHE,3126339000.0,3164848200.0,3126339000.0,3047293800.0,2770635600.0,2767595400.0,2853734400.0,2899337400.0,2820292200.0,2765568600.0,2787863400.0,2695644000.0,2584170000.0,2870962200.0,2909471400.0,2989530000.0,2985476400.0,2888190000.0,2921632200.0,3113164800.0
002518.XSHE,9478277795.0,9513622523.0,9543076463.0,9442933068.0,9519513311.0,9690346161.0,10067356589.0,9672673797.0,9631438282.0,9572530403.0,9560748827.0,9319226521.0,9224973914.0,9772817192.0,9808161920.0,9990776346.0,9849397436.0,10020230286.0,9920086891.0,9990776346.0
002416.XSHE,8643990602.0,8623335906.0,8633663254.0,8674972648.0,8726609390.0,9026102493.0,8881519615.0,8840210222.0,8695627344.0,8654317951.0,8695627344.0,8416788938.0,8375479544.0,9067411886.0,9253304157.0,9170685370.0,9222322112.0,9346250293.0,9366904990.0,9315268248.0
300572.XSHE,6167191800.0,6253949460.0,6132892260.0,5939200740.0,5965429800.0,6188040540.0,6217632300.0,6069000960.0,5880017220.0,5977535520.0,5649336000.0,5514828000.0,5272713600.0,5401168740.0,5218910400.0,5321809020.0,5278093920.0,4949894400.0,5044722540.0,4942496460.0
002306.XSHE,2720000000.0,2760000000.0,2712000000.0,2688000000.0,2704000000.0,2672000000.0,2728000000.0,2776000000.0,2752000000.0,2760000000.0,2824000000.0,2768000000.0,2808000000.0,2952000000.0,2992000000.0,3032000000.0,3040000000.0,3032000000.0,3048000000.0,3120000000.0
600338.XSHG,21177025539.0,21666780986.0,21000713578.0,20563198712.0,20778691109.0,20524018276.0,20974593288.0,21111724813.0,21020303796.0,20497897986.0,20863582053.0,20752570818.0,20621969366.0,22914024859.0,22979325585.0,23664983211.0,24899166938.0,24409411491.0,24925287229.0,25552174201.0
300073.XSHE,11726006455.0,11966203980.0,10125441986.0,9759373946.0,9634910813.0,9865533678.0,10184012873.0,10315797367.0,9894819121.0,10004639533.0,9931425925.0,9228575288.0,8738044115.0,9708124421.0,9913122523.0,10257226481.0,10407314377.0,10099817224.0,10374368254.0,10286511924.0
000686.XSHE,18489578029.0,18653409733.0,18700218791.0,18372555383.0,18372555383.0,18583196145.0,18583196145.0,18395959912.0,18349150854.0,17998082916.0,18185319150.0,17974678387.0,18091701033.0,18747027849.0,18770432378.0,18630005203.0,18747027849.0,18676814262.0,18817241437.0,18934264082.0
002378.XSHE,7735281439.0,7892389903.0,7836939857.0,7827698183.0,7578172975.0,7670589719.0,7707556416.0,7716798091.0,7670589719.0,7550447952.0,7633623021.0,7476514557.0,7421064511.0,7957081624.0,7920114927.0,7892389903.0,7901631578.0,8003289996.0,8049498368.0,8225090180.0
300026.XSHE,12375435199.0,12435656295.0,12285103555.0,12285103555.0,12254993008.0,12315214103.0,12345324651.0,12375435199.0,12014108624.0,12074329720.0,12014108624.0,11773224241.0,11532339857.0,12104440268.0,12134550816.0,12435656295.0,12074329720.0,11923776980.0,11863555884.0,11983998076.0
603133.XSHG,6034080000.0,5855200000.0,5873920000.0,5776160000.0,5890560000.0,5809440000.0,5961280000.0,5701280000.0,5605600000.0,5460000000.0,5514080000.0,5347680000.0,5239520000.0,5774080000.0,5532800000.0,5505760000.0,5536960000.0,5628480000.0,5738720000.0,5994560000.0
600391.XSHG,7097781391.0,7315666773.0,7110986565.0,7401500408.0,7157204677.0,6701626150.0,6856786953.0,6635600277.0,6427618775.0,6397907132.0,6424317482.0,6189925631.0,5902713082.0,6384701958.0,6500247236.0,6510151117.0,6331881259.0,6242746330.0,6348387727.0,6213034687.0
000877.XSHE,10581614656.0,10791359248.0,10864769855.0,10738923100.0,10738923100.0,10770384789.0,11043052758.0,11158412284.0,11210848432.0,10927693233.0,11001103840.0,10749410330.0,10550152968.0,11483516401.0,11483516401.0,11756184370.0,11714235452.0,11840082207.0,12112750176.0,12301520309.0
600487.XSHG,48584781724.0,50202914672.0,49740590972.0,48897530109.0,48462401921.0,49210278494.0,51440310456.0,51304332898.0,50080534869.0,49971752822.0,51018780024.0,49359853808.0,48679966015.0,52174589273.0,53330398522.0,54200654898.0,53561560372.0,52487337658.0,53969493048.0,53765526710.0
600547.XSHG,59520657828.0,59409230700.0,56474982982.0,57626396643.0,58740667929.0,57700681396.0,57329257634.0,53930730213.0,53559306452.0,54803576054.0,56010703279.0,53875016649.0,54116442094.0,51107909624.0,52333608038.0,50179350219.0,49510787448.0,49677928141.0,49640785765.0,50587916357.0
600509.XSHG,6770320300.0,6920004252.0,6943032553.0,6931518402.0,6850919351.0,6850919351.0,6678207099.0,6724263699.0,6712749549.0,6643664648.0,6678207099.0,6574579747.0,6551551447.0,7058174054.0,7092716505.0,7127258955.0,7150287256.0,7161801406.0,7115744805.0,7104230655.0
603637.XSHG,3593568564.0,3378114046.0,3070891863.0,2791598970.0,2679881812.0,2659932320.0,2651952523.0,2711801000.0,2606733674.0,2602743775.0,2657272388.0,2632003031.0,2617373403.0,2772979444.0,2663922218.0,2687861609.0,2683871711.0,2713130966.0,2679881812.0,2794258902.0
603519.XSHG,3249600000.0,3304000000.0,3347200000.0,3353600000.0,3288000000.0,3243200000.0,3259200000.0,3268800000.0,3206400000.0,3212800000.0,3083200000.0,2984000000.0,2928000000.0,3048000000.0,3046400000.0,3006400000.0,2966400000.0,2936000000.0,2969600000.0,3057600000.0
601010.XSHG,6856080000.0,6837600000.0,6708240000.0,6560400000.0,6615840000.0,6652800000.0,6708240000.0,6615840000.0,6615840000.0,6615840000.0,6708240000.0,6431040000.0,6338640000.0,6689760000.0,6560400000.0,6615840000.0,6671280000.0,6652800000.0,6652800000.0,6726720000.0
002400.XSHE,7722983477.0,7845017076.0,7722983477.0,7827583705.0,7932183932.0,8036784160.0,8141384388.0,8263417987.0,8141384388.0,8106517645.0,8263417987.0,8071650903.0,8054217531.0,8768985754.0,8873585982.0,8908452724.0,8943319467.0,9100219808.0,9047919694.0,9100219808.0
002041.XSHE,9653600000.0,9803200000.0,9741600000.0,10164000000.0,10190400000.0,9592000000.0,9776800000.0,9583200000.0,9680000000.0,9627200000.0,10067200000.0,10181600000.0,10727200000.0,9750400000.0,9644800000.0,9794400000.0,9768000000.0,9741600000.0,9812000000.0,10014400000.0
002006.XSHE,2999504400.0,3067778400.0,2963091600.0,2940333600.0,2949436800.0,2940333600.0,2994952800.0,2985849600.0,2908472400.0,2872059600.0,2862956400.0,2776476000.0,2721856800.0,2985849600.0,3035917200.0,3072330000.0,2958540000.0,2967643200.0,2967643200.0,3031365600.0
002461.XSHE,11642107805.0,11841307368.0,11719574302.0,11774907514.0,11420774957.0,11287975248.0,11442908242.0,11498241454.0,11509308096.0,11619974520.0,11785974156.0,10712509843.0,10424777141.0,11188375466.0,11066642400.0,11155175539.0,11110908970.0,11144108897.0,11210508751.0,11188375466.0
600365.XSHG,2872000000.0,2880000000.0,2884000000.0,2892000000.0,2900000000.0,2904000000.0,2916000000.0,2932000000.0,2924000000.0,2924000000.0,2956000000.0,2936000000.0,2940000000.0,3004000000.0,2992000000.0,3148000000.0,3352000000.0,3352000000.0,3352000000.0,3352000000.0
603977.XSHG,3417896800.0,3360416000.0,3358205200.0,3380313200.0,3236611200.0,3203449200.0,3194606000.0,3196816800.0,3232189600.0,3199027600.0,3185762800.0,3112806400.0,2984580000.0,3050904000.0,2942574800.0,2904991200.0,2935942400.0,2951418000.0,3004477200.0,3055325600.0
603358.XSHG,5619200000.0,5713600000.0,5528000000.0,5563200000.0,5446400000.0,5384000000.0,5454400000.0,5566400000.0,5505600000.0,5550400000.0,5523200000.0,5310400000.0,5155200000.0,5478400000.0,5537600000.0,5531200000.0,5518400000.0,5340800000.0,5140800000.0,5252800000.0
603113.XSHG,13113225427.0,12883406012.0,12950999958.0,12721180543.0,12403488999.0,12362932632.0,12748218121.0,12978037536.0,12856368434.0,12842849645.0,12809052672.0,12214225952.0,12160150795.0,13397119998.0,13268691502.0,13261932107.0,13376841814.0,13329526053.0,13363323025.0,13633698807.0
000833.XSHE,4090619328.0,4097303347.0,4090619328.0,4077251291.0,4077251291.0,4050515217.0,4117355402.0,4157459513.0,4117355402.0,4043831199.0,4130723439.0,4063883254.0,4077251291.0,4277771846.0,4230983717.0,4244351754.0,4251035772.0,4304507920.0,4378032124.0,4297823902.0
300409.XSHE,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0,11203650000.0
300041.XSHE,4406123464.0,4418894837.0,4431666209.0,4755207642.0,4729664897.0,4797778883.0,4661550911.0,4653036663.0,4584922677.0,4538094312.0,4525322940.0,4274152616.0,4193267258.0,4376323595.0,4410380588.0,4474237450.0,4461466078.0,4440180457.0,4533837188.0,4584922677.0
000002.XSHE,351596991232.0,359986746753.0,355239911392.0,349057986272.0,362084185633.0,371357073314.0,369701200513.0,367493370113.0,377097432354.0,345856632191.0,342434495071.0,334817480190.0,342986452671.0,344200759391.0,349499552352.0,345967023711.0,348616420192.0,360207529793.0,360538704353.0,360980270433.0
002317.XSHE,9879412852.0,9797966744.0,9838689798.0,9692086804.0,9700231415.0,9789822134.0,9936425127.0,9708376026.0,9716520637.0,9610640697.0,9553628421.0,9398880817.0,8942782614.0,9333723931.0,9472182314.0,9521049978.0,9309290099.0,9195265548.0,9113819440.0,9276711656.0
002290.XSHE,2723232343.0,2715950973.0,2694106863.0,2691679740.0,2694106863.0,2720805219.0,2791191795.0,2800900288.0,2742649329.0,2706242480.0,2662554260.0,2592167684.0,2618866041.0,2900412344.0,2866432617.0,2934392070.0,2999924399.0,2849442754.0,2786337548.0,2873713987.0
603329.XSHG,4971120000.0,4655640000.0,4458960000.0,4946040000.0,4577760000.0,4436520000.0,4346760000.0,4138200000.0,4093320000.0,4011480000.0,4140840000.0,3880800000.0,3876840000.0,4307160000.0,4214760000.0,4180440000.0,4113120000.0,4070880000.0,4007520000.0,4398240000.0
600651.XSHG,8695276688.0,8695276688.0,8695276688.0,8695276688.0,8665532298.0,8794424655.0,9052209369.0,9210846116.0,9141442539.0,9091868556.0,9121612946.0,8863828232.0,8536639941.0,9161272132.0,9072038962.0,9210846116.0,8992720589.0,9181101726.0,9270334896.0,9200931319.0
600321.XSHG,4833760000.0,5090553500.0,5090553500.0,5090553500.0,5090553500.0,5090553500.0,5150975500.0,5166081000.0,5150975500.0,5075448000.0,5120764500.0,4924393000.0,4969709500.0,5347347000.0,5317136000.0,5286925000.0,5332241500.0,5392663500.0,5362452500.0,5513507500.0
300399.XSHE,2637200000.0,2696480000.0,2644800000.0,2745120000.0,2708640000.0,2767920000.0,2897120000.0,2634160000.0,2559680000.0,2542960000.0,2506480000.0,2403120000.0,2352960000.0,2614400000.0,2570320000.0,2629600000.0,2641760000.0,2596160000.0,2584000000.0,2596160000.0
002572.XSHE,31036358279.0,31110232384.0,30205274600.0,30399194125.0,30777798912.0,30980952701.0,31294917646.0,31645819644.0,31193340752.0,29762029971.0,30279148705.0,31008655490.0,31405728803.0,32153704114.0,31765865064.0,31793567853.0,32042892957.0,32264515271.0,32393794955.0,32393794955.0
600161.XSHG,19258873111.0,18977428201.0,18890314300.0,19151656002.0,19419698773.0,19593926575.0,19593926575.0,19372791288.0,19031036755.0,19098047448.0,19091346379.0,18441342659.0,17302160881.0,18501652282.0,18742890776.0,19171759210.0,18682581153.0,18367630896.0,18233609511.0,18501652282.0
300579.XSHE,4480000000.0,4682400000.0,4256800000.0,4040000000.0,3936000000.0,4048800000.0,4191200000.0,4272000000.0,3968000000.0,4032000000.0,3988000000.0,3625600000.0,3456000000.0,3781600000.0,3723200000.0,3802400000.0,3624000000.0,3531200000.0,3548000000.0,3661600000.0
600489.XSHG,34476860518.0,33821144452.0,32682269180.0,33303473874.0,33717610337.0,33372496618.0,33372496618.0,32026553114.0,31923018998.0,32578735064.0,32854826039.0,32061064486.0,32233621345.0,30577075495.0,31232791560.0,30300984519.0,29990382172.0,30128427660.0,30197450404.0,30611586866.0
300201.XSHE,6183577119.0,6246037494.0,6193987182.0,6277267681.0,6256447556.0,6308497869.0,6443828681.0,6266857619.0,6110706682.0,6069066432.0,6089886557.0,5954555744.0,5798404807.0,6246037494.0,6298087806.0,6225217369.0,6256447556.0,6256447556.0,6298087806.0,6495878994.0
000488.XSHE,32318607244.0,32976985103.0,32996349158.0,32221786971.0,32473519682.0,32802708611.0,32570339955.0,33809639454.0,33674091071.0,33364266196.0,33383630251.0,32880164830.0,32008782370.0,33499814579.0,33906459727.0,34642293805.0,34584201641.0,34545473531.0,35397491937.0,35649224647.0
603138.XSHG,5077134700.0,4876410770.0,4687494130.0,4791612960.0,4486770200.0,4609136660.0,4728282950.0,4735796680.0,4582301910.0,4660659380.0,4549026820.0,4263505080.0,4165826590.0,4623090730.0,4341862550.0,4248477620.0,4276385760.0,4204468630.0,4206615410.0,4380504590.0
600743.XSHG,7882898937.0,8047125998.0,8000203980.0,7906359945.0,7882898937.0,8023664989.0,8047125998.0,7976742972.0,8070587007.0,7835976919.0,7882898937.0,7812515910.0,7765593893.0,8117509024.0,8187892050.0,8258275076.0,8258275076.0,8328658103.0,8375580120.0,8492885164.0
002597.XSHE,13727866405.0,13671442787.0,14060765755.0,13964845604.0,13818144195.0,13801217110.0,13705296958.0,14009984498.0,13902779623.0,13536026102.0,13840713643.0,13829428919.0,13485244845.0,14241321335.0,14608074856.0,14760418626.0,14675783198.0,14997397824.0,15217449936.0,15414932602.0
002127.XSHE,24565069838.0,25039678116.0,25219701945.0,24352314403.0,25023312313.0,25694310223.0,26087089488.0,25137872932.0,24990580708.0,24139558968.0,25727041829.0,25645212815.0,24908751694.0,25301530959.0,25661578618.0,25677944421.0,25988894672.0,25988894672.0,26070723685.0,25694310223.0
600683.XSHG,4296510063.0,4385403374.0,4340956718.0,4266878959.0,4281694511.0,4370587822.0,4392811150.0,4415034478.0,4481704462.0,4200208975.0,4185393423.0,4111315663.0,4022422352.0,4311325615.0,4244655631.0,4215024527.0,4148354543.0,4103907887.0,4096500111.0,4148354543.0
002398.XSHE,4824900198.0,4880279254.0,4776443525.0,4727986851.0,4811055434.0,4766059952.0,4537621349.0,4458013956.0,4458013956.0,4440708002.0,4437246811.0,4392251328.0,4385328946.0,4534160158.0,4447630384.0,4561849685.0,4458013956.0,4527237776.0,4717603278.0,5240243113.0
603227.XSHG,3412066000.0,3365957000.0,3339609000.0,3293500000.0,3300087000.0,3319848000.0,3385718000.0,3339609000.0,3293500000.0,3293500000.0,3240804000.0,3194695000.0,3128825000.0,3445001000.0,3405479000.0,3431827000.0,3491110000.0,3471349000.0,3517458000.0,3543806000.0
300047.XSHE,6291864630.0,6311851493.0,6315848866.0,6443764792.0,6319846239.0,6703594018.0,6795533590.0,6395796320.0,6139964467.0,5932101087.0,6024040659.0,5676269234.0,5236558237.0,5528366444.0,5396453145.0,5700253470.0,5652284998.0,5476400599.0,5540358562.0,5416440009.0
000807.XSHE,20255137453.0,20750436824.0,20594026496.0,20020521961.0,19212401934.0,19942316797.0,20307274229.0,19994453573.0,20072658737.0,19473085814.0,19968385185.0,19577359365.0,19603427753.0,21688898791.0,21506420075.0,21871377507.0,22053856223.0,21793172343.0,22340608490.0,22783771086.0
600668.XSHG,5333299334.0,5298890951.0,5288568436.0,5267923407.0,5154375743.0,5209429156.0,5278245922.0,5278245922.0,5195665803.0,5137171552.0,5095881493.0,5006419697.0,4837818622.0,5212869994.0,5223192509.0,5336740172.0,5243837539.0,5150934905.0,5119967361.0,5219751671.0
002215.XSHE,7065810448.0,7120655031.0,7111514268.0,7257766489.0,7303470308.0,7394877947.0,7449722530.0,7184640378.0,7111514268.0,7166358851.0,7038388157.0,6709320659.0,6736742950.0,6919558227.0,6681898367.0,6700179895.0,6654476076.0,6489942326.0,6581349965.0,6535646146.0
600312.XSHG,11859492241.0,11886630667.0,11778076962.0,11764507749.0,11873061454.0,11981615158.0,12266568633.0,12293707060.0,12307276273.0,12008753585.0,12320845486.0,11968045945.0,11859492241.0,12741491092.0,12483676043.0,12198722568.0,11968045945.0,12022322798.0,12008753585.0,12144445716.0
600008.XSHG,23910246055.0,24247689044.0,24199482902.0,23958452196.0,24151276761.0,24585132032.0,25211811869.0,25790285563.0,25356430292.0,25693873281.0,25018987304.0,24826162739.0,24681544315.0,24681544315.0,24633338174.0,24633338174.0,24585132032.0,24392307467.0,24729750456.0,24681544315.0
600585.XSHG,178957448093.0,182190022666.0,183832806466.0,178109559680.0,171538424482.0,177208678242.0,171909375663.0,170478563966.0,170054619760.0,163324505485.0,168517822012.0,166398100981.0,167298982419.0,171909375663.0,171909375663.0,175300929313.0,174400047875.0,181342134253.0,179487378351.0,181236148202.0
300369.XSHE,10384565315.0,10424722180.0,10762039847.0,10754008474.0,10775905966.0,10936740383.0,11322742985.0,11330784706.0,10976948988.0,10751780803.0,10824156291.0,10486404014.0,9642023323.0,10212985505.0,10164735180.0,10767864245.0,10639196711.0,10196902063.0,10317527876.0,10518570898.0
002287.XSHE,13515740000.0,13515740000.0,13605060000.0,13349280000.0,13288380000.0,13568520000.0,13389880000.0,13162520000.0,12772760000.0,12606300000.0,12699680000.0,12504800000.0,12123160000.0,13154400000.0,13519800000.0,14007000000.0,12740280000.0,13052900000.0,13247780000.0,12809300000.0
002649.XSHE,6046524027.0,6193871871.0,6135985218.0,6135985218.0,5999162220.0,6251758524.0,6188609448.0,6104410680.0,5825502261.0,5772878031.0,5783402877.0,5541331419.0,5515019304.0,6125460372.0,5951800413.0,6035999181.0,6093885834.0,6025474335.0,6078098565.0,6062311296.0
601318.XSHG,1.21965770688e+12,1.23702393622e+12,1.24762647623e+12,1.2057647234e+12,1.17998958302e+12,1.17925837336e+12,1.18200040957e+12,1.19388256649e+12,1.21362522721e+12,1.19552778821e+12,1.24598125451e+12,1.24817488348e+12,1.28510097112e+12,1.33226399396e+12,1.34944742089e+12,1.35438308607e+12,1.34926461847e+12,1.28893982182e+12,1.28857421699e+12,1.25804621384e+12
002896.XSHE,3315200000.0,3392000000.0,3312000000.0,3444000000.0,3392000000.0,3490400000.0,3388000000.0,3272000000.0,3208800000.0,3240000000.0,3376000000.0,3280000000.0,2996800000.0,3126400000.0,3032800000.0,3033600000.0,2876000000.0,2816800000.0,2786400000.0,2927200000.0
600789.XSHG,7292364803.0,7062150872.0,7190799834.0,7136631850.0,6100726733.0,6164700035.0,5897175317.0,5873912298.0,5711071165.0,5687808146.0,5681992391.0,5612203334.0,5303968332.0,5839017769.0,5943701355.0,6217041828.0,6100726733.0,5996043147.0,6060016450.0,6054200695.0
002312.XSHE,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0,9539208077.0
600682.XSHG,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0,37006510428.0
002594.XSHE,152503185595.0,153130658451.0,154576574164.0,153703568451.0,149556791311.0,148056312741.0,151875712738.0,153594442737.0,152748718451.0,153294347022.0,167235157012.0,164779828442.0,162269937015.0,170754461294.0,170781742723.0,171327371294.0,175283178434.0,175228615577.0,176510842719.0,175583274148.0
002647.XSHE,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0,12105830373.0
300741.XSHE,28453656000.0,27948634400.0,28108763200.0,27696123600.0,27234213600.0,26630651200.0,27702282400.0,28065651600.0,28016381200.0,27437454000.0,27954793200.0,27462089200.0,27141831600.0,30147326000.0,30867905600.0,31391403600.0,31619279200.0,31477626800.0,32081189200.0,33559301200.0
603022.XSHG,2210000000.0,2188000000.0,2210000000.0,2144000000.0,2150000000.0,2194000000.0,2266000000.0,2274000000.0,2272000000.0,2282000000.0,2372000000.0,2296000000.0,2338000000.0,2262000000.0,2242000000.0,2218000000.0,2174000000.0,2144000000.0,2130000000.0,2170000000.0
600993.XSHG,8185713390.0,8319340096.0,8224508240.0,8319340096.0,8228818779.0,8310719018.0,8246060935.0,8289166324.0,8090881534.0,8047776145.0,8004670756.0,7780522733.0,7616722254.0,7987428600.0,7987428600.0,8138297462.0,7918459978.0,7737417343.0,7728796266.0,7806385966.0
603809.XSHG,3491309100.0,3519043300.0,3453974600.0,3478508700.0,3346237900.0,3384639100.0,3324903900.0,3301436500.0,3289702800.0,3167032300.0,3200100000.0,3132897900.0,3075296100.0,3340904400.0,3274769000.0,3361171700.0,3302503200.0,3233167700.0,3219300600.0,3396372800.0
000553.XSHE,36478113908.0,35132509438.0,34838923008.0,33713508360.0,33713508360.0,33860301575.0,34471939970.0,34814457472.0,34104956933.0,34545336578.0,34667664257.0,33444387466.0,32881680142.0,35352699260.0,35450561403.0,34471939970.0,35010181758.0,34863388544.0,35621820154.0,35646285690.0
002311.XSHE,41557830371.0,41936921184.0,40246807976.0,39141126438.0,39093740087.0,40167830723.0,39330671845.0,38193399406.0,37324649626.0,37924876747.0,39014762834.0,37672149538.0,36345331693.0,37229876923.0,36013627231.0,36645445253.0,36203172638.0,36440104396.0,35855672726.0,36187377187.0
002267.XSHE,7728924343.0,7806769624.0,7795648869.0,7740045097.0,7784528115.0,7940218677.0,7684441325.0,7728924343.0,7706682834.0,7628837553.0,7706682834.0,7595475289.0,7595475289.0,8084788485.0,8129271503.0,8162633766.0,8073667731.0,8129271503.0,8162633766.0,8207116784.0
002016.XSHE,11189792591.0,11715704751.0,11553885625.0,11440612236.0,11003700595.0,11165519722.0,11011791552.0,11076519202.0,11100792071.0,10089422531.0,9911421492.0,9636328977.0,9345054550.0,10340242177.0,10502061303.0,10429242696.0,10833790512.0,11189792591.0,11489157974.0,11311156935.0
300363.XSHE,5500967554.0,5568880734.0,5433054374.0,5534924144.0,5742908257.0,5220825688.0,5186869098.0,5157157082.0,5093488476.0,5114711345.0,5178379951.0,5123200492.0,4838814052.0,5348162900.0,5483989259.0,5573125307.0,5475500112.0,5454277243.0,5454277243.0,5636793913.0
300068.XSHE,13254646630.0,13429625463.0,13193404038.0,13062169913.0,12887191080.0,13245897688.0,13630851122.0,13727089480.0,13639600064.0,13814578897.0,13945813022.0,14005547782.0,13900637312.0,14189141105.0,14232853801.0,14460159820.0,14276566497.0,14119200792.0,14215368723.0,14145428409.0
600695.XSHG,6364632295.0,6236628517.0,6257962480.0,6279296443.0,6549526641.0,6627751172.0,6777088913.0,6897981370.0,6883758728.0,6940649296.0,6926426654.0,6862424765.0,6791311555.0,6777088913.0,6883758728.0,6919315333.0,7281992704.0,7431330445.0,7459775729.0,7737117248.0
603444.XSHG,11253162324.0,11238785879.0,11239504701.0,11384706796.0,11422085553.0,11644201628.0,12139470158.0,12368774456.0,11896508238.0,11792997834.0,11320731615.0,10943349934.0,10588251743.0,11744836743.0,11746993210.0,12072619689.0,12120780780.0,11416334975.0,11285509325.0,11758494366.0
000657.XSHE,7260961369.0,7418125035.0,7436984675.0,7524996328.0,7110084250.0,7254674823.0,6971780224.0,6877482024.0,6833476198.0,6789470371.0,6795756918.0,6657452892.0,6550581599.0,7059791877.0,7078651517.0,7072364970.0,7116370796.0,7191809356.0,7267247916.0,7330113382.0
603069.XSHG,3687720000.0,3671920000.0,3769880000.0,4187000000.0,4256520000.0,4259680000.0,4278640000.0,4275480000.0,4130120000.0,4139600000.0,4063760000.0,3921560000.0,3687720000.0,3352760000.0,3311680000.0,3251640000.0,3235840000.0,3450720000.0,3494960000.0,3605560000.0
002308.XSHE,8733959166.0,8889270155.0,8934949858.0,8916677977.0,8852726393.0,8861862334.0,9062853026.0,9071988966.0,8889270155.0,8733959166.0,8797910750.0,8660871641.0,8542104414.0,9135940550.0,9227299956.0,9218164015.0,9400882826.0,9300387480.0,9473970350.0,9684096983.0
002157.XSHE,10268204201.0,10501572479.0,10338214684.0,10408225168.0,10828288067.0,10851624894.0,10244867373.0,10081509579.0,10338214684.0,10361551512.0,10618256617.0,10664930273.0,10921635378.0,10711603928.0,10781614411.0,10758277584.0,10898298550.0,11131666827.0,11108329999.0,11365035105.0
600782.XSHG,19196110630.0,19227997857.0,19546870126.0,18622140545.0,18143832140.0,18335155502.0,19068561722.0,18941012814.0,18877238360.0,17793072644.0,17920621552.0,17442313147.0,17697410963.0,19674419034.0,20120840212.0,20694810297.0,20694810297.0,21938412148.0,22576156688.0,22767480049.0
000626.XSHE,6171922087.0,6728652207.0,6728652207.0,6806474697.0,6758583934.0,6854365460.0,6926201605.0,7105791966.0,7093819275.0,7045928512.0,6974092368.0,6842392769.0,6794502006.0,7548781524.0,7632590360.0,7758303612.0,7818167066.0,7674494777.0,7458986343.0,7674494777.0
300106.XSHE,1373660015.0,1390566600.0,1371546692.0,1430719739.0,1447626324.0,1415926477.0,1451852970.0,1437059708.0,1411699831.0,1392679923.0,1394793246.0,1367320046.0,1422266446.0,1487779462.0,1472986201.0,1464532908.0,1449739647.0,1443399677.0,1439173031.0,1453966293.0
600630.XSHG,4172140883.0,4265610434.0,4206129810.0,4082919947.0,4180638114.0,4252864586.0,4333588289.0,4278356282.0,4235870122.0,4133903339.0,4295350746.0,4138151955.0,4274107666.0,4660731719.0,4427057841.0,4359079985.0,4316593826.0,4342085521.0,4431306457.0,4235870122.0
