order_book_id,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
300268.XSHE,JWGF,GEM,0000-00-00,XSHE,C13,农副食品加工业,2011-09-27,100.0,ConsumerStaples,必需消费品,Normal,Active,佳沃股份,CS
300269.XSHE,LJGD,GEM,0000-00-00,XSHE,L72,商务服务业,2011-10-12,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,联建光电,CS
300270.XSHE,ZWDZ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2011-10-12,100.0,InformationTechnology,信息技术,Normal,Active,中威电子,CS
300271.XSHE,HYRJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-10-26,100.0,InformationTechnology,信息技术,Normal,Active,华宇软件,CS
300272.XSHE,KNHB,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2011-11-02,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,开能环保,CS
300273.XSHE,HJGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2011-10-26,100.0,HealthCare,医疗保健,Normal,Active,和佳股份,CS
300274.XSHE,YGDY,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2011-11-02,100.0,Industrials,工业,Normal,Active,阳光电源,CS
300275.XSHE,MAS,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-11-02,100.0,InformationTechnology,信息技术,Normal,Active,梅安森,CS
300276.XSHE,SFZN,GEM,0000-00-00,XSHE,C35,专用设备制造业,2011-11-15,100.0,Industrials,工业,Normal,Active,三丰智能,CS
300277.XSHE,HLX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-11-23,100.0,InformationTechnology,信息技术,Normal,Active,海联讯,CS
300278.XSHE,HCD,GEM,0000-00-00,XSHE,C35,专用设备制造业,2011-12-16,100.0,Industrials,工业,Normal,Active,华昌达,CS
300279.XSHE,HJKJ,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2011-12-29,100.0,InformationTechnology,信息技术,Normal,Active,和晶科技,CS
300280.XSHE,NTDY,GEM,0000-00-00,XSHE,C34,通用设备制造业,2011-12-29,100.0,Industrials,工业,Normal,Active,南通锻压,CS
300281.XSHE,JMJJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2011-12-29,100.0,Industrials,工业,Normal,Active,金明精机,CS
300282.XSHE,HGGF,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2011-12-29,100.0,InformationTechnology,信息技术,Normal,Active,汇冠股份,CS
300283.XSHE,WZHF,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2012-01-10,100.0,InformationTechnology,信息技术,Normal,Active,温州宏丰,CS
300284.XSHE,SJK,GEM,0000-00-00,XSHE,M74,专业技术服务业,2012-01-10,100.0,Industrials,工业,Normal,Active,苏交科,CS
300285.XSHE,GCCL,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2012-01-13,100.0,Materials,原材料,Normal,Active,国瓷材料,CS
300286.XSHE,AKR,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-01-13,100.0,InformationTechnology,信息技术,Normal,Active,安科瑞,CS
300287.XSHE,FLX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-02-01,100.0,InformationTechnology,信息技术,Normal,Active,飞利信,CS
300288.XSHE,LMXX,GEM,0000-00-00,XSHE,I63,电信、广播电视和卫星传输服务,2012-02-16,100.0,InformationTechnology,信息技术,Normal,Active,朗玛信息,CS
300289.XSHE,LDM,GEM,0000-00-00,XSHE,C27,医药制造业,2012-02-16,100.0,HealthCare,医疗保健,Normal,Active,利德曼,CS
300290.XSHE,RKKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-02-16,100.0,InformationTechnology,信息技术,Normal,Active,荣科科技,CS
300291.XSHE,HLBN,GEM,0000-00-00,XSHE,R86,广播、电视、电影和影视录音制作业,2012-02-09,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,华录百纳,CS
300292.XSHE,WTKG,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-02-29,100.0,InformationTechnology,信息技术,Normal,Active,吴通控股,CS
300293.XSHE,LYZB,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-03-08,100.0,Industrials,工业,Normal,Active,蓝英装备,CS
300294.XSHE,BYSW,GEM,0000-00-00,XSHE,C27,医药制造业,2012-03-08,100.0,HealthCare,医疗保健,Normal,Active,博雅生物,CS
300295.XSHE,SLWW,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2012-03-15,100.0,InformationTechnology,信息技术,Normal,Active,三六五网,CS
300296.XSHE,LYD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-03-15,100.0,InformationTechnology,信息技术,Normal,Active,利亚德,CS
300297.XSHE,LDGF,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-03-15,100.0,InformationTechnology,信息技术,Normal,Active,蓝盾股份,CS
300298.XSHE,SNSW,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-03-19,100.0,HealthCare,医疗保健,Normal,Active,三诺生物,CS
300299.XSHE,FCGF,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-03-19,100.0,InformationTechnology,信息技术,Normal,Active,富春股份,CS
300300.XSHE,HDYY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-03-19,100.0,InformationTechnology,信息技术,Normal,Active,汉鼎宇佑,CS
300301.XSHE,CFJT,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-03-21,100.0,InformationTechnology,信息技术,Normal,Active,长方集团,CS
300302.XSHE,TYKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-03-21,100.0,InformationTechnology,信息技术,Normal,Active,同有科技,CS
300303.XSHE,JFGD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-03-19,100.0,InformationTechnology,信息技术,Normal,Active,聚飞光电,CS
300304.XSHE,YYDQ,GEM,0000-00-00,XSHE,C36,汽车制造业,2012-03-21,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,云意电气,CS
300305.XSHE,YXGF,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2012-03-29,100.0,Materials,原材料,Normal,Active,裕兴股份,CS
300306.XSHE,YFXX,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-03-29,100.0,InformationTechnology,信息技术,Normal,Active,远方信息,CS
300307.XSHE,CXGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-03-29,100.0,Industrials,工业,Normal,Active,慈星股份,CS
300308.XSHE,ZJXC,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-04-10,100.0,Industrials,工业,Normal,Active,中际旭创,CS
300309.XSHE,JAKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-04-10,100.0,Energy,能源,Normal,Active,吉艾科技,CS
300310.XSHE,YTSJ,GEM,0000-00-00,XSHE,I63,电信、广播电视和卫星传输服务,2012-04-25,100.0,InformationTechnology,信息技术,Normal,Active,宜通世纪,CS
300311.XSHE,RZX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-04-25,100.0,InformationTechnology,信息技术,Normal,Active,任子行,CS
300312.XSHE,BXJS,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-05-08,100.0,InformationTechnology,信息技术,Normal,Active,邦讯技术,CS
300313.XSHE,TSSW,GEM,0000-00-00,XSHE,A03,畜牧业,2012-04-25,100.0,HealthCare,医疗保健,Normal,Active,天山生物,CS
300314.XSHE,DWYL,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-05-08,100.0,HealthCare,医疗保健,Normal,Active,戴维医疗,CS
300315.XSHE,ZQKJ,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2012-05-11,100.0,InformationTechnology,信息技术,Normal,Active,掌趣科技,CS
300316.XSHE,JSJD,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-05-11,100.0,InformationTechnology,信息技术,Normal,Active,晶盛机电,CS
300317.XSHE,JWGF,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2012-05-11,100.0,InformationTechnology,信息技术,Normal,Active,珈伟股份,CS
300318.XSHE,BHCX,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-05-23,100.0,HealthCare,医疗保健,Normal,Active,博晖创新,CS
300319.XSHE,MJKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-05-23,100.0,InformationTechnology,信息技术,Normal,Active,麦捷科技,CS
300320.XSHE,HDGF,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2012-06-01,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,海达股份,CS
300321.XSHE,TDGF,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2012-05-23,100.0,Materials,原材料,Normal,Active,同大股份,CS
300322.XSHE,SBD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-06-08,100.0,InformationTechnology,信息技术,Normal,Active,硕贝德,CS
300323.XSHE,HCGD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-06-01,100.0,InformationTechnology,信息技术,Normal,Active,华灿光电,CS
300324.XSHE,XJXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-06-08,100.0,InformationTechnology,信息技术,Normal,Active,旋极信息,CS
300325.XSHE,DWXC,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2012-06-01,100.0,Materials,原材料,Normal,Active,德威新材,CS
300326.XSHE,KLT,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-06-13,100.0,HealthCare,医疗保健,Normal,Active,凯利泰,CS
300327.XSHE,ZYDZ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-06-13,100.0,InformationTechnology,信息技术,Normal,Active,中颖电子,CS
300328.XSHE,YAKJ,GEM,0000-00-00,XSHE,C33,金属制品业,2012-06-19,100.0,Materials,原材料,Normal,Active,宜安科技,CS
300329.XSHE,HLGQ,GEM,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2012-06-19,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,海伦钢琴,CS
300330.XSHE,HHJT,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-06-19,100.0,InformationTechnology,信息技术,Normal,Active,华虹计通,CS
300331.XSHE,SDWG,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-06-28,100.0,InformationTechnology,信息技术,Normal,Active,苏大维格,CS
300332.XSHE,THHJ,GEM,0000-00-00,XSHE,D45,燃气生产和供应业,2012-06-28,100.0,Utilities,公用事业,Normal,Active,天壕环境,CS
300333.XSHE,ZRKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-06-28,100.0,InformationTechnology,信息技术,Normal,Active,兆日科技,CS
300334.XSHE,JMKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-07-05,100.0,Industrials,工业,Normal,Active,津膜科技,CS
300335.XSHE,DSGF,GEM,0000-00-00,XSHE,D44,电力、热力生产和供应业,2012-07-10,100.0,Industrials,工业,Normal,Active,迪森股份,CS
300336.XSHE,XWH,GEM,0000-00-00,XSHE,R86,广播、电视、电影和影视录音制作业,2012-07-10,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,新文化,CS
300337.XSHE,YBGF,GEM,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2012-07-18,100.0,Materials,原材料,Normal,Active,银邦股份,CS
300338.XSHE,KYGF,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-07-26,100.0,InformationTechnology,信息技术,Normal,Active,开元股份,CS
300339.XSHE,RHRJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-07-18,100.0,InformationTechnology,信息技术,Normal,Active,润和软件,CS
300340.XSHE,KHGF,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-07-26,100.0,Materials,原材料,Normal,Active,科恒股份,CS
300341.XSHE,MDDQ,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2012-07-26,100.0,InformationTechnology,信息技术,Normal,Active,麦迪电气,CS
300342.XSHE,TYJD,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2012-07-26,100.0,Industrials,工业,Normal,Active,天银机电,CS
300343.XSHE,LCHL,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2012-08-01,100.0,InformationTechnology,信息技术,Normal,Active,联创互联,CS
300344.XSHE,TKZZ,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2012-08-01,100.0,Materials,原材料,Normal,Active,太空智造,CS
300345.XSHE,HYXC,GEM,0000-00-00,XSHE,C33,金属制品业,2012-08-01,100.0,Industrials,工业,Normal,Active,红宇新材,CS
300346.XSHE,NDGD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-08-07,100.0,InformationTechnology,信息技术,Normal,Active,南大光电,CS
300347.XSHE,TGYY,GEM,0000-00-00,XSHE,Q83,卫生,2012-08-17,100.0,HealthCare,医疗保健,Normal,Active,泰格医药,CS
300348.XSHE,CLKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-08-17,100.0,InformationTechnology,信息技术,Normal,Active,长亮科技,CS
300349.XSHE,JKZN,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-08-17,100.0,InformationTechnology,信息技术,Normal,Active,金卡智能,CS
300350.XSHE,HPF,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-08-21,100.0,Industrials,工业,Normal,Active,华鹏飞,CS
300351.XSHE,YGDQ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-09-20,100.0,InformationTechnology,信息技术,Normal,Active,永贵电器,CS
300352.XSHE,BXY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-09-12,100.0,InformationTechnology,信息技术,Normal,Active,北信源,CS
300353.XSHE,DTKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-09-27,100.0,InformationTechnology,信息技术,Normal,Active,东土科技,CS
300354.XSHE,DHCS,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-09-20,100.0,InformationTechnology,信息技术,Normal,Active,东华测试,CS
300355.XSHE,MCST,GEM,0000-00-00,XSHE,N77,生态保护和环境治理业,2012-09-27,100.0,Industrials,工业,Normal,Active,蒙草生态,CS
300356.XSHE,GYKJ,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2012-10-09,100.0,Industrials,工业,Normal,Active,光一科技,CS
300357.XSHE,WWSW,GEM,0000-00-00,XSHE,C27,医药制造业,2014-01-21,100.0,HealthCare,医疗保健,Normal,Active,我武生物,CS
300358.XSHE,CTKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-01-21,100.0,Industrials,工业,Normal,Active,楚天科技,CS
300359.XSHE,QTJY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-21,100.0,InformationTechnology,信息技术,Normal,Active,全通教育,CS
300360.XSHE,JHKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2014-01-21,100.0,InformationTechnology,信息技术,Normal,Active,炬华科技,CS
300362.XSHE,TXHJ,GEM,0000-00-00,XSHE,C34,通用设备制造业,2014-01-21,100.0,Industrials,工业,Normal,Active,天翔环境,CS
300363.XSHE,BTGF,GEM,0000-00-00,XSHE,C27,医药制造业,2014-01-29,100.0,HealthCare,医疗保健,Normal,Active,博腾股份,CS
300364.XSHE,ZWZX,GEM,0000-00-00,XSHE,R85,新闻和出版业,2015-01-21,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中文在线,CS
300365.XSHE,HHKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-23,100.0,InformationTechnology,信息技术,Normal,Active,恒华科技,CS
300366.XSHE,CYXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-27,100.0,InformationTechnology,信息技术,Normal,Active,创意信息,CS
300367.XSHE,DFWL,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-01-29,100.0,InformationTechnology,信息技术,Normal,Active,东方网力,CS
300368.XSHE,HJGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-01-23,100.0,Industrials,工业,Normal,Active,汇金股份,CS
300369.XSHE,LMKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-29,100.0,InformationTechnology,信息技术,Normal,Active,绿盟科技,CS
300370.XSHE,AKKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2014-01-23,100.0,InformationTechnology,信息技术,Normal,Active,安控科技,CS
300371.XSHE,HZGF,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2014-01-23,100.0,InformationTechnology,信息技术,Normal,Active,汇中股份,CS
300373.XSHE,YJKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-01-23,100.0,InformationTechnology,信息技术,Normal,Active,扬杰科技,CS
300374.XSHE,HTKJ,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2015-03-19,100.0,Industrials,工业,Normal,Active,恒通科技,CS
300375.XSHE,PLGF,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2014-01-27,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,鹏翎股份,CS
300376.XSHE,YST,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2014-01-27,100.0,Industrials,工业,Normal,Active,易事特,CS
300377.XSHE,YSS,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-27,100.0,InformationTechnology,信息技术,Normal,Active,赢时胜,CS
300378.XSHE,DJRJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-27,100.0,InformationTechnology,信息技术,Normal,Active,鼎捷软件,CS
300379.XSHE,DFT,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-28,100.0,InformationTechnology,信息技术,Normal,Active,东方通,CS
300380.XSHE,ASXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-28,100.0,InformationTechnology,信息技术,Normal,Active,安硕信息,CS
300381.XSHE,YDL,GEM,0000-00-00,XSHE,C14,食品制造业,2014-01-28,100.0,HealthCare,医疗保健,Normal,Active,溢多利,CS
300382.XSHE,SLK,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-01-29,100.0,Industrials,工业,Normal,Active,斯莱克,CS
300383.XSHE,GHXW,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-29,100.0,InformationTechnology,信息技术,Normal,Active,光环新网,CS
300384.XSHE,SLHP,GEM,0000-00-00,XSHE,M74,专业技术服务业,2014-08-01,100.0,Industrials,工业,Normal,Active,三联虹普,CS
300385.XSHE,XLHJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-06-26,100.0,Industrials,工业,Normal,Active,雪浪环境,CS
300386.XSHE,FTCX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-06-26,100.0,InformationTechnology,信息技术,Normal,Active,飞天诚信,CS
300387.XSHE,FBGF,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2014-07-02,100.0,Materials,原材料,Normal,Active,富邦股份,CS
300388.XSHE,GZHB,GEM,0000-00-00,XSHE,N77,生态保护和环境治理业,2014-08-01,100.0,Industrials,工业,Normal,Active,国祯环保,CS
300389.XSHE,ABS,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-08-01,100.0,InformationTechnology,信息技术,Normal,Active,艾比森,CS
300390.XSHE,THCJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-07-31,100.0,InformationTechnology,信息技术,Normal,Active,天华超净,CS
300391.XSHE,KYKJ,GEM,0000-00-00,XSHE,C34,通用设备制造业,2014-08-01,100.0,Industrials,工业,Normal,Active,康跃科技,CS
300392.XSHE,TXGF,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2014-09-10,100.0,InformationTechnology,信息技术,Normal,Active,腾信股份,CS
300393.XSHE,ZLGF,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-09-12,100.0,InformationTechnology,信息技术,Normal,Active,中来股份,CS
300394.XSHE,TFTX,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-02-17,100.0,InformationTechnology,信息技术,Normal,Active,天孚通信,CS
300395.XSHE,FLH,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2014-09-10,100.0,InformationTechnology,信息技术,Normal,Active,菲利华,CS
300396.XSHE,DRYL,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-09-10,100.0,HealthCare,医疗保健,Normal,Active,迪瑞医疗,CS
300397.XSHE,THFW,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-09-10,100.0,Industrials,工业,Normal,Active,天和防务,CS
300398.XSHE,FKCL,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2014-10-09,100.0,Materials,原材料,Normal,Active,飞凯材料,CS
300399.XSHE,JTL,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-10-09,100.0,InformationTechnology,信息技术,Normal,Active,京天利,CS
300400.XSHE,JTGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-10-10,100.0,Industrials,工业,Normal,Active,劲拓股份,CS
300401.XSHE,HYSW,GEM,0000-00-00,XSHE,C14,食品制造业,2014-10-09,100.0,ConsumerStaples,必需消费品,Normal,Active,花园生物,CS
300402.XSHE,BSGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-10-10,100.0,Industrials,工业,Normal,Active,宝色股份,CS
300403.XSHE,DEHY,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2014-10-30,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,地尔汉宇,CS
300404.XSHE,BJYY,GEM,0000-00-00,XSHE,M73,研究和试验发展,2015-04-24,100.0,HealthCare,医疗保健,Normal,Active,博济医药,CS
300405.XSHE,KLGF,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2014-10-30,100.0,Materials,原材料,Normal,Active,科隆股份,CS
300406.XSHE,JQSW,GEM,0000-00-00,XSHE,C27,医药制造业,2014-10-30,100.0,HealthCare,医疗保健,Normal,Active,九强生物,CS
300407.XSHE,KFDQ,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2014-12-03,100.0,Industrials,工业,Normal,Active,凯发电气,CS
300408.XSHE,SHJT,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-12-03,100.0,InformationTechnology,信息技术,Normal,Active,三环集团,CS
300409.XSHE,DSJS,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2014-12-03,100.0,Materials,原材料,Normal,Active,道氏技术,CS
300410.XSHE,ZYKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2014-12-31,100.0,InformationTechnology,信息技术,Normal,Active,正业科技,CS
300411.XSHE,JDGF,GEM,0000-00-00,XSHE,C34,通用设备制造业,2014-12-31,100.0,Industrials,工业,Normal,Active,金盾股份,CS
300412.XSHE,JNKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-12-31,100.0,HealthCare,医疗保健,Normal,Active,迦南科技,CS
300413.XSHE,KLG,GEM,0000-00-00,XSHE,F52,零售业,2015-01-21,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,快乐购,CS
300414.XSHE,ZGFL,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-05-13,100.0,InformationTechnology,信息技术,Normal,Active,中光防雷,CS
300415.XSHE,YZM,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-01-23,100.0,Industrials,工业,Normal,Active,伊之密,CS
300416.XSHE,SSSY,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2015-01-22,100.0,InformationTechnology,信息技术,Normal,Active,苏试试验,CS
300417.XSHE,NHYQ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2015-01-23,100.0,InformationTechnology,信息技术,Normal,Active,南华仪器,CS
300418.XSHE,KLWW,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2015-01-21,100.0,InformationTechnology,信息技术,Normal,Active,昆仑万维,CS
300419.XSHE,HFKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2015-01-22,100.0,InformationTechnology,信息技术,Normal,Active,浩丰科技,CS
300420.XSHE,WYTC,GEM,0000-00-00,XSHE,C34,通用设备制造业,2015-02-17,100.0,Industrials,工业,Normal,Active,五洋停车,CS
300421.XSHE,LXGF,GEM,0000-00-00,XSHE,C34,通用设备制造业,2015-02-17,100.0,Industrials,工业,Normal,Active,力星股份,CS
300422.XSHE,BSK,GEM,0000-00-00,XSHE,N77,生态保护和环境治理业,2015-02-17,100.0,Industrials,工业,Normal,Active,博世科,CS
300423.XSHE,LYT,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2015-02-17,100.0,Industrials,工业,Normal,Active,鲁亿通,CS
300424.XSHE,HXKJ,GEM,0000-00-00,XSHE,C37,铁路、船舶、航空航天和其他运输设备制造业,2015-04-22,100.0,Industrials,工业,Normal,Active,航新科技,CS
300425.XSHE,HNKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-02-16,100.0,Industrials,工业,Normal,Active,环能科技,CS
300426.XSHE,TDYS,GEM,0000-00-00,XSHE,R86,广播、电视、电影和影视录音制作业,2015-02-17,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,唐德影视,CS
300427.XSHE,HXGF,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2015-02-17,100.0,Industrials,工业,Normal,Active,红相股份,CS
300428.XSHE,STXC,GEM,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2015-03-19,100.0,Materials,原材料,Normal,Active,四通新材,CS
300429.XSHE,QLXC,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2015-03-24,100.0,Materials,原材料,Normal,Active,强力新材,CS
300430.XSHE,CYT,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2015-03-19,100.0,Industrials,工业,Normal,Active,诚益通,CS
300431.XSHE,BFJT,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2015-03-24,100.0,InformationTechnology,信息技术,Normal,Active,暴风集团,CS
300432.XSHE,FLJG,GEM,0000-00-00,XSHE,C36,汽车制造业,2015-03-19,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,富临精工,CS
300433.XSHE,LSKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-03-18,100.0,InformationTechnology,信息技术,Normal,Active,蓝思科技,CS
300434.XSHE,JSDF,GEM,0000-00-00,XSHE,C27,医药制造业,2015-04-24,100.0,Industrials,工业,Normal,Active,金石东方,CS
300435.XSHE,ZTGF,GEM,0000-00-00,XSHE,C34,通用设备制造业,2015-03-26,100.0,Industrials,工业,Normal,Active,中泰股份,CS
300436.XSHE,GST,GEM,0000-00-00,XSHE,C27,医药制造业,2015-04-22,100.0,HealthCare,医疗保健,Normal,Active,广生堂,CS
300437.XSHE,QSY,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2015-04-23,100.0,Materials,原材料,Normal,Active,清水源,CS
300438.XSHE,PHNY,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2015-04-24,100.0,InformationTechnology,信息技术,Normal,Active,鹏辉能源,CS
300439.XSHE,MKSW,GEM,0000-00-00,XSHE,C27,医药制造业,2015-04-22,100.0,HealthCare,医疗保健,Normal,Active,美康生物,CS
